Student_ID,Full_Name,Date_of_Birth,Grade_Level,Emergency_Contact
S11346,Richard Flores,2008-08-25,Grade 1,(302)311-8272
S11347,Jeffrey Livingston,2006-12-10,Grade 1,528-967-6927x60635
S11348,Alexander Clark,2007-08-27,Grade 3,001-803-849-7125
S11349,Eric Wu,2014-03-20,Grade 2,+1-729-795-2884x74527
S11350,Candice Ayala,2012-04-23,Grade 5,698.239.1436
S11351,Kimberly Becker,02-12-2018,Grade 3,(929)782-8203x26359
S11352,Christopher Vasquez,2009-09-09,Grade 5,9915299825
S11353,Chad Shaw,2007-02-04,Grade 1,+1-996-203-0688x542
S11354,William Wheeler,2009-02-21,Grade 5,(770)506-2926x578
S11355,Lori Li,2015-12-15,Grade 5,249.334.8995x0261
S11356,William Thomas,2013-02-17,Grade 5,(497)873-4423x926
S11357,sarah may,2015-02-17,Grade 4,001-522-386-0308x4129
S11358,Kristin Cohen,2007-10-21,Grade 4,266.970.9696x836
S11359,Rachel Baxter DDS,2013-07-07,Grade 4,7463629373
S11360,Tony Wilson,08-30-2012,Grade 5,592.524.1204x41871
S11361,Michael Keller,2007-07-28,Grade 4,
S11362,Steven King,2015-09-21,Grade 3,507-630-2008x959
S11363,Brett Stewart,2006-06-13,Grade 5,001-718-942-2828
S11364,Melinda Clayton,2009-04-24,Grade 3,622.204.0259
S11365,Sean Oconnor,2008-10-26,Grade 3,810.367.0597x6069
S11366,Carl Brown,2014-01-25,Grade 2,294-902-0422x9563
S11367,Ashley Hardy,2018-11-17,Grade 2,(718)319-9580x6262
S11368,Wesley Davis,2008-03-10,Grade 3,
S11369,Tamara Stewart,2008-04-18,Grade 3,(467)721-1702x729
S11370,Jonathan Hicks,2013-12-14,Grade 4,710.997.4557
S11371,Brandon Mccoy,2012-01-01,Grade 4,465-661-7651x9876
S11372,Luis Wang,02-25-2011,Grade 2,748.721.8036x50462
S11373,jennifer carson,2017-06-24,Grade 3,+1-432-499-9950x81036
S11374,Donna Vega,2017-03-08,Grade 2,(725)653-7465x035
S11375,Dana Gregory,08-02-2016,Grade 3,9779169118
S11376,Brandon Martinez,2010-08-22,Grade 1,278-536-1792x7821
S11377,Carol Ramirez,2011-03-28,Grade 3,832-536-5964x3919
S11378,Tanner Hernandez,2007-07-07,Grade 5,001-846-476-5576x56367
S11379,Jill Mora,2006-12-10,Grade 4,(652)503-1341x7243
S11380,jeffrey cobb,2007-07-03,Grade 5,384-634-7346x365
S11381,Brenda Lawrence,2016-12-19,Grade 5,6138629735
S11382,Scott Diaz,2014-09-08,Grade 3,(669)844-1997x123
S11383,John Leon,2012-07-27,Grade 5,505-896-1572x35450
S11384,Danielle Wells,2006-08-23,Grade 5,(907)874-5604x42407
S11385,Lisa Vazquez,06-14-2010,Grade 1,580.315.1268
S11386,Cheryl Harris,2011-07-15,Grade 1,810.636.6508
S11387,Frances Howard,2013-06-25,Grade 5,709-513-7612x97775
S11388,Claudia Young,2013-07-19,Grade 4,001-390-948-6926
S11389,Elizabeth Brown,2016-03-25,Grade 3,001-400-917-0691x034
S11390,Shawn Edwards,2016-05-14,Grade 3,+1-418-822-9398
S11391,Debra Johnson,2006-10-26,Grade 4,(696)515-1931
S11392,Nicole Glass,2014-05-15,Grade 1,+1-955-766-5674x4316
S11393,Rachel Patton,11-13-2011,Grade 2,653-768-2030x94280
S11394,Scott Gordon,2019-01-23,Grade 4,430-475-5734
S11395,Patricia Oneal,2009-04-20,Grade 5,(971)923-9863x700
S11396,Wendy Barr,2017-10-09,Grade 2,821-651-2175x85024
S11397,Andrew Ortiz,2018-01-08,Grade 3,
S11398,Shane Holland,2015-03-20,Grade 4,001-775-810-1916x69971
S11399,jason riley,2017-04-10,Grade 2,
S11400,Dr. Donald Walker,12-27-2014,Grade 3,+1-544-652-2023x4568
S11401,Connie Mccarty,2013-04-13,Grade 3,(806)653-1795
S11402,Alex Adams,2012-06-23,Grade 1,(997)776-3454x9039
S11403,Kelly Ellis,2018-10-24,Grade 1,001-911-309-1704x9713
S11404,Robyn Lopez,2015-09-08,Grade 3,(942)412-3069
S11405,Wanda Pierce,2013-01-27,Grade 1,929-622-3848x900
S11406,Gregory Schultz,2008-04-27,Grade 4,814-847-8721x281
S11407,April Ross,2007-03-10,Grade 4,(443)689-7134x27182
S11408,nancy dickerson,2015-10-28,Grade 5,001-814-707-6326x122
S11409,Michael Richardson,2017-07-27,Grade 5,(840)219-5891x4255
S11410,michael wood,2018-05-04,Grade 3,936.780.2193x83043
S11411,Daniel Vang,2013-04-09,Grade 4,+1-815-908-7356x58514
S11412,David King,2015-09-19,Grade 4,508-702-1209x63588
S11413,Alec Berger DDS,2011-10-15,Grade 2,753.541.9614x699
S11414,Vanessa Davis,2007-06-04,Grade 2,859-349-6843x7604
S11415,Madeline Liu,2015-04-17,Grade 3,(415)409-4536x58606
S11416,William Caldwell,2006-08-30,Grade 5,(973)635-0826
S11417,anthony chavez,2006-04-10,Grade 5,(977)768-1374
S11418,David Hale,2011-03-30,Grade 4,(865)800-1895x7876
S11419,Anna Gill,2009-03-07,Grade 5,+1-497-382-5217x23812
S11420,jonathan carter,2017-07-13,Grade 5,001-399-303-8094
S11421,Brenda Lowery,2007-05-23,Grade 3,001-623-454-1431
S11422,David Singleton,2016-10-24,Grade 3,(459)709-4969x4273
S11423,Melvin Oconnor,2013-06-26,Grade 5,543.997.1921
S11424,Michael Paul,2011-11-06,Grade 1,5088160656
S11425,Michelle Hammond,2012-09-04,Grade 1,(877)498-4537x5646
S11426,Jessica Jenkins,2010-09-06,Grade 2,342.745.6340x20015
S11427,Brittany Williams,2011-08-19,Grade 4,001-662-407-0686
S11428,Cynthia Scott,2015-04-03,Grade 1,362.323.3576x44360
S11429,Donald Green,2015-12-29,Grade 4,
S11430,Heidi Gould,2018-01-19,Grade 4,001-284-897-8488x25547
S11431,Lynn Martinez,04-21-2013,Grade 5,(406)815-9779
S11432,jeremy brown,2009-04-13,Grade 4,+1-438-340-4080
S11433,Joy Rodriguez,2015-06-19,Grade 5,+1-286-804-2345x59532
S11434,Robert Young,2012-07-27,Grade 1,428.407.5475x15505
S11435,Autumn Davis,2009-10-15,Grade 3,+1-813-381-5633x75490
S11436,Todd Price,2011-12-27,Grade 3,715-338-9394
S11437,Taylor Smith,2018-07-04,Grade 4,(766)385-4891x192
S11438,Catherine Friedman,2010-10-30,Grade 1,674-968-9439
S11439,Alice Ortiz DVM,09-26-2007,Grade 3,(976)842-7440x190
S11440,Robert Padilla,2009-02-04,Grade 4,001-934-953-8239x5955
S11441,Nathan Lewis,2017-12-01,Grade 2,001-670-777-5766x62003
S11442,jessica freeman,02-26-2019,Grade 1,754-707-4120x488
S11443,Michael Ferguson,2011-01-26,Grade 2,709.258.7363x922
S11444,Alan Mitchell,2016-06-11,Grade 5,+1-579-258-6399
S11445,Samantha Long,2007-07-01,Grade 2,7345931954
S11446,Ruth Marshall,2012-09-16,Grade 3,
S11447,Christine Martin,2016-11-14,Grade 2,001-227-244-1929
S11448,George Larsen,2009-05-17,Grade 3,(308)353-4338x30576
S11449,Justin Harrington,2007-12-31,Grade 4,(618)575-0074x47187
S11450,Donald Wise,2017-09-02,Grade 5,001-689-395-4866x813
S11451,Andrew Mora,2007-11-17,Grade 1,+1-853-741-4668
S11452,Tracey Carr,2018-12-29,Grade 2,+1-957-395-8279
S11453,Kenneth Washington,2006-08-16,Grade 2,001-530-644-2130
S11454,Reginald Stone,2007-10-13,Grade 5,758.919.7678x2946
S11455,Christopher Black,2006-11-20,Grade 3,9287234867
S11456,Dr. Haley Tapia,2009-02-25,Grade 4,617.667.8923x34390
S11457,Jeffrey Moore,2009-09-17,Grade 2,001-417-257-4869x029
S11458,Melissa Miller,2014-02-27,Grade 1,(367)758-6485x38522
S11459,Jonathan Wong,2018-05-07,Grade 2,(944)360-9929x527
S11460,Craig Peterson,2011-05-16,Grade 3,495-527-7754x953
S11461,Michael Hansen,2008-11-13,Grade 2,001-835-870-5283x37056
S11462,Philip Cooper,2015-05-28,Grade 4,(812)839-4743
S11463,Sandra Davis,2007-03-11,Grade 2,
S11464,tara newman,2011-04-16,Grade 3,
S11465,Ray Melton,2013-03-26,Grade 1,499.587.5291
S11466,April Roberts,2012-06-24,Grade 3,(668)647-9746x5699
S11467,elizabeth evans,04-23-2010,Grade 5,+1-986-541-6586x54233
S11468,Angela Spencer,2018-06-13,Grade 3,+1-233-831-3918x66013
S11469,kirk phillips,2015-06-08,Grade 2,3043540426
S11470,Kelly Barnett,2014-12-13,Grade 4,797.350.6325
S11471,Kelly Gray,2013-11-28,Grade 2,(938)501-8416x6916
S11472,Dustin Lopez PhD,11-30-2011,Grade 2,365-859-5972x136
S11473,Timothy Greer,2018-04-05,Grade 4,+1-787-341-1404
S11474,Rebecca Fox,2019-01-26,Grade 5,001-303-956-3878
S11475,Selena Berry,2015-07-14,Grade 2,+1-353-734-6521x222
S11476,Patricia Brown,2012-10-20,Grade 1,2808959436
S11477,Pamela Murray,2007-01-18,Grade 2,+1-332-237-0290x27343
S11478,jennifer reid,2012-08-22,Grade 1,001-277-230-8593x352
S11479,Eric Perry,2010-12-13,Grade 5,+1-662-233-2478x596
S11480,Ryan Hill,2009-06-26,Grade 5,(384)899-1188
S11481,Yolanda Alexander,2007-05-29,Grade 1,614-672-2545x66457
S11482,Julia Romero,2014-04-19,Grade 1,001-805-511-0689x5907
S11483,Courtney Smith,2016-07-30,Grade 2,344.934.6459x80270
S11484,Andrew Morrison,2006-12-21,Grade 5,244-268-1289x82507
S11485,Catherine Ross,2013-11-11,Grade 2,001-899-926-7518x00546
S11486,Samantha Holmes,2015-11-22,Grade 5,(335)510-6091x27406
S11487,James Palmer,2013-03-25,Grade 4,(626)765-9789x2722
S11488,Laura Fisher,2010-10-16,Grade 2,
S11489,Ryan Neal,2019-03-05,Grade 1,
S11490,Zachary Jimenez,2012-01-20,Grade 2,001-748-992-5784
S11491,Mrs. Michelle Griffin,2018-07-31,Grade 2,251-680-8045
S11492,Diana Hunt,2013-09-22,Grade 1,(735)663-8440x984
S11493,Belinda Miranda,2006-07-05,Grade 3,926.531.1795
S11494,jeffrey hendricks,2011-07-11,Grade 5,(963)915-7454
S11495,Kristen Carpenter,2007-09-24,Grade 1,363.571.2933x758
S11496,David Lewis,2016-12-17,Grade 5,(523)285-8888x27080
S11497,Amy Nguyen,2016-10-25,Grade 4,+1-350-335-0027x7909
S11498,William Martin,2016-04-19,Grade 3,001-373-718-5489
S11499,Mrs. Sheryl Mcintosh MD,2016-03-16,Grade 2,634.487.9259x5038
S11500,Theresa Roach,07-14-2012,Grade 1,(988)715-6588x9869
S11501,Christopher Tyler,2010-06-28,Grade 5,435.344.0025
S11502,Diane Armstrong,2009-10-03,Grade 1,
S11503,Jason Shaffer,2015-01-08,Grade 2,297-483-0721
S11504,James Mayo,2018-04-06,Grade 2,
S11505,Samantha Lopez,2006-07-23,Grade 3,(595)327-2037x2692
S11506,Nicholas Kent,2018-02-20,Grade 5,956.563.7358x25084
S11507,Sean Rogers,07-06-2017,Grade 2,(257)455-7483x176
S11508,Monica Conway,2016-09-19,Grade 2,241-757-3012
S11509,Anthony Ingram,2011-02-24,Grade 4,+1-833-305-4989
S11510,Sarah Frost,2016-10-21,Grade 5,(603)305-9961
S11511,Gregory Poole,2015-01-08,Grade 5,438.732.0372
S11512,luis robles,2018-10-12,Grade 3,905.292.0740x02498
S11513,Nicholas Campos,2011-01-30,Grade 4,(401)639-4089x69927
S11514,George Mills Jr.,2012-02-13,Grade 5,547-431-9255
S11515,Audrey Ramos,10-30-2010,Grade 5,(706)839-3847x6595
S11516,Kimberly Rodriguez,2018-03-20,Grade 4,001-427-256-5587x6963
S11517,Deborah Wolfe,2015-04-11,Grade 2,477-433-2999x8772
S11518,Joy Lynch,2018-10-26,Grade 1,526-968-9110x185
S11519,Bonnie Dean,2017-11-01,Grade 2,4536485679
S11520,Tracy Nguyen,2006-08-18,Grade 5,653.809.0690x921
S11521,Matthew Williams,2009-04-12,Grade 3,925-717-7076x04880
S11522,Jeff Schmidt,12-25-2009,Grade 5,579-427-6023x427
S11523,Holly Rice,2017-06-09,Grade 5,857.858.8924x9974
S11524,Darrell Lopez,2017-11-25,Grade 3,919.677.8296
S11525,Stephen Davis,01-16-2009,Grade 3,+1-723-563-6049x7904
S11526,Amanda Davis,2011-12-09,Grade 4,3198973402
S11527,Alan Smith,2015-09-06,Grade 2,594.379.6174x5001
S11528,ruth swanson,2010-01-27,Grade 1,(336)754-8554x24055
S11529,Sharon Berg,02-09-2018,Grade 1,(725)499-6952x572
S11530,daniel moran,2006-07-03,Grade 5,
S11531,Thomas Ramirez,2011-08-19,Grade 2,(350)736-4789
S11532,Lynn Davis,2010-12-31,Grade 3,941-354-7589
S11533,Kimberly Vaughn,2015-04-17,Grade 3,
S11534,Marissa Figueroa,2013-12-16,Grade 4,
S11535,Rebecca Washington,2016-04-18,Grade 1,+1-233-508-0032
S11536,Paul Arroyo,2015-05-08,Grade 3,264-720-7109
S11537,Andrea Mitchell,2015-08-29,Grade 4,642-888-1014
S11538,Nancy Cohen,2014-12-25,Grade 2,779.240.0919x82869
S11539,Connie Murray,2013-11-03,Grade 4,001-512-594-3174x8042
S11540,Elizabeth Davis,2008-11-22,Grade 1,(332)308-5725
S11541,colleen hunt,2017-05-09,Grade 4,001-814-931-7763x49900
S11542,Jane Roberts,2016-02-17,Grade 1,+1-871-619-7930x77870
S11543,Morgan Santiago,2010-04-05,Grade 4,001-402-730-7620x6703
S11544,Jason Fitzpatrick,2014-04-02,Grade 4,(470)804-1028
S11545,Tina Perez,09-09-2006,Grade 5,9916826016
S11546,April Smith,2009-10-21,Grade 1,641-501-9899x82284
S11547,courtney williams,2019-03-07,Grade 3,(233)780-8583
S11548,jennifer richards,2015-10-12,Grade 1,001-901-798-4879x876
S11549,Eric Johnson,2009-10-25,Grade 2,001-207-626-4716x6703
S11550,Betty Smith,2015-03-02,Grade 4,694-835-9513
S11551,Candace George,2006-10-07,Grade 4,3575360911
S11552,Amber Murphy,2018-03-15,Grade 5,8697992673
S11553,Julie Thompson,2017-01-18,Grade 2,001-829-581-2087
S11554,Brian Castillo,2006-08-22,Grade 4,
S11555,Matthew Stanley,2009-08-20,Grade 4,6228368617
S11556,Mary Hall,2012-10-11,Grade 4,001-855-645-7940x6312
S11557,Michelle Martin,2018-05-09,Grade 2,609-952-9443
S11558,Aaron Allen,2012-04-19,Grade 5,001-362-796-1948x7254
S11559,John Morales,2006-06-29,Grade 3,559-421-2386x36293
S11560,Karen Johnson,2007-01-06,Grade 5,678-477-9277x10801
S11561,Dominic Meza,2018-01-06,Grade 4,+1-556-245-0052x368
S11562,Gregory Valencia,2015-09-23,Grade 1,673.671.6362
S11563,Jacob Torres,2017-05-21,Grade 3,746.619.0733x20118
S11564,Victoria Dillon,12-21-2012,Grade 1,001-800-836-1410
S11565,Douglas Acosta,05-17-2012,Grade 1,426.904.9338x5556
S11566,Mr. Tony Martinez,2014-01-23,Grade 1,001-241-373-8274x9558
S11567,Jacob Bennett,2008-03-15,Grade 5,
S11568,Paul White,2017-09-02,Grade 3,635.267.1538
S11569,Toni Martinez,02-25-2014,Grade 1,702-505-5632x53919
S11570,William Murphy,2011-06-27,Grade 5,530.483.1032x4679
S11571,Patty English,05-01-2016,Grade 4,(797)431-2866x19642
S11572,Olivia Robinson,09-17-2016,Grade 4,(884)501-2902x8232
S11573,Gary Ellison,2010-09-24,Grade 2,+1-388-834-8206x35670
S11574,Belinda Smith,2007-02-07,Grade 5,999.757.5583
S11575,Terri Young,2011-04-23,Grade 3,3019473313
S11576,alan duran,2011-02-17,Grade 4,334-607-6817
S11577,Diana Brown,2011-11-16,Grade 5,+1-509-293-0951
S11578,amanda burns,2019-02-08,Grade 2,
S11579,Dr. Tanya Jackson DVM,2009-04-22,Grade 5,+1-201-827-9780x296
S11580,Teresa Scott,2018-05-03,Grade 2,631-731-6295
S11581,Laura Macdonald,2012-09-14,Grade 4,001-502-351-7296x5495
S11582,Theresa Morris,2009-12-21,Grade 1,001-356-417-4213x99607
S11583,Debra King,2010-11-08,Grade 1,+1-252-511-7197x04411
S11584,Melody Smith,2008-04-02,Grade 1,(303)833-1037
S11585,Andrea Humphrey,2012-04-05,Grade 5,(315)427-3162x945
S11586,Zachary Cooley,2010-09-02,Grade 3,001-941-822-1916
S11587,Aaron Smith,2014-10-01,Grade 3,414.706.3892x7230
S11588,Amy Grimes,2006-08-28,Grade 4,001-713-215-3298x638
S11589,Roberto Vega,2018-01-05,Grade 4,(931)837-9306
S11590,Joseph Santiago,2017-07-19,Grade 3,6664473729
S11591,Rebecca Watson PhD,2010-06-07,Grade 5,001-451-217-5437x7800
S11592,Robert Kemp,2016-11-02,Grade 3,852-338-6674
S11593,Dustin Page,2016-05-25,Grade 4,(518)764-3827x073
S11594,Kevin Edwards,08-21-2008,Grade 1,931-795-9823x665
S11595,victor ryan,07-10-2006,Grade 3,448.422.1686
S11596,Kevin Neal,2010-05-14,Grade 1,437.840.5274x530
S11597,roger horton,2015-12-19,Grade 4,001-468-400-7558x696
S11598,Charles Chung,2013-09-21,Grade 5,2673765040
S11599,Donald Parrish,2006-08-05,Grade 5,001-846-659-5611x72806
S11600,Deanna Clark,2009-01-22,Grade 5,+1-479-636-2679x421
S11601,Tony Pham,2013-10-03,Grade 4,+1-342-447-3138x280
S11602,Elizabeth Cole,2012-11-14,Grade 1,+1-687-514-0746x28608
S11603,Steven Gonzalez,2007-02-19,Grade 2,+1-803-310-9174x0149
S11604,Gavin Hamilton,2012-01-01,Grade 1,(382)991-3757x19789
S11605,Malik Heath,2018-03-08,Grade 4,539.842.9885x7357
S11606,ronald cuevas,10-15-2006,Grade 2,001-452-750-7594
S11607,Breanna Gentry,2017-11-15,Grade 4,+1-369-576-1854x83236
S11608,Diana Harrison,2011-07-04,Grade 2,344.680.8862x655
S11609,Charles Johnson,2015-06-03,Grade 2,001-724-392-5636x2145
S11610,Misty Vang,2017-04-01,Grade 1,+1-346-754-6241x39779
S11611,Aaron Miller,2016-03-08,Grade 5,
S11612,Terry Garcia,2007-03-28,Grade 5,5813535785
S11613,Mary Richardson,2009-11-08,Grade 2,001-354-505-0650x6137
S11614,Mark Matthews,05-07-2016,Grade 5,001-432-421-5350x256
S11615,Linda Martinez,2013-10-12,Grade 1,+1-907-823-0917
S11616,Anthony Hill,2018-09-12,Grade 1,+1-592-374-1319x330
S11617,james guzman,2017-08-27,Grade 5,001-845-454-5772x30809
S11618,Paul Allen,2009-04-12,Grade 2,001-899-367-4721x60986
S11619,Barbara Sawyer,2015-11-30,Grade 1,+1-465-589-6008x3712
S11620,Abigail Pratt,2009-03-26,Grade 3,745-412-3290
S11621,Ryan Hicks,2017-12-18,Grade 1,
S11622,Micheal Moses,2018-12-09,Grade 2,
S11623,christopher nichols,2007-01-03,Grade 4,001-701-903-0412
S11624,Devin Estrada,2012-06-27,Grade 5,001-251-773-3260x62075
S11625,Susan Harris,2014-04-04,Grade 5,(712)530-5198x8723
S11626,Teresa Moore,2007-03-07,Grade 2,419-357-3841x12822
S11627,Raymond Warner,2014-06-01,Grade 3,5296763373
S11628,Sarah Williams,2016-02-12,Grade 1,001-920-592-6737
S11629,William Brown,2019-02-20,Grade 2,
S11630,Natasha Parker,2013-09-12,Grade 3,(966)383-1368x240
S11631,John Howard,2012-12-12,Grade 3,464-797-7598x183
S11632,Joseph Torres,2018-09-10,Grade 1,+1-861-472-1433
S11633,Kelly Martinez,2014-06-09,Grade 4,592.846.3619x76784
S11634,Sarah Hernandez,2018-02-21,Grade 5,(602)931-3002x73467
S11635,Frances Burns,2009-08-10,Grade 3,825.524.6171x783
S11636,John Bennett,2016-12-25,Grade 5,+1-961-408-4769
S11637,Jonathan Stephens,2011-07-20,Grade 4,424.849.8829x7411
S11638,Angelica White,2010-01-31,Grade 5,+1-486-377-4318
S11639,Tracy Villanueva,2014-09-09,Grade 4,897-656-9921x537
S11640,James Pierce,2018-09-18,Grade 2,+1-742-461-8909x4036
S11641,alexander castillo,2013-09-20,Grade 5,255.412.4071
S11642,Natalie Hernandez,10-01-2011,Grade 4,001-303-757-2250
S11643,Christine Gordon,02-12-2012,Grade 2,756.458.7912
S11644,Eric Graham,2014-10-15,Grade 3,768-464-9832
S11645,Michael Mcdonald,2015-05-30,Grade 5,+1-320-476-1976x81173
S11646,Selena Wright,2012-10-05,Grade 1,2485967474
S11647,amanda king,2015-10-14,Grade 1,9483789581
S11648,Stephanie Moon,2014-04-21,Grade 4,462-754-7381x484
S11649,Karla Hubbard,2015-11-08,Grade 3,979-826-6953x4966
S11650,Stephanie Stout,2014-08-06,Grade 3,
S11651,Linda Morris,2010-04-29,Grade 3,+1-672-923-7911x608
S11652,John Jordan,2016-09-22,Grade 1,
S11653,Elizabeth Brown,2007-06-05,Grade 3,699.659.5185x171
S11654,Courtney Combs,2009-05-19,Grade 1,(240)695-3169x574
S11655,Miss Cynthia Robertson PhD,2006-11-29,Grade 5,836.485.1267x9836
S11656,Nathaniel Garcia,2016-07-29,Grade 2,511-636-7600x92988
S11657,Alex Harrison,11-09-2015,Grade 5,
S11658,Michelle Crawford,2016-12-27,Grade 3,001-916-426-8568x083
S11659,Melissa Bennett,12-26-2006,Grade 5,222.800.0645x28570
S11660,Dennis Lozano,2006-06-01,Grade 4,(495)568-8023
S11661,Micheal Hensley,2011-02-01,Grade 4,(328)538-5510
S11662,Richard Brock,2007-06-14,Grade 2,001-283-861-1414x86737
S11663,michelle rhodes,2012-11-14,Grade 5,+1-955-642-6311x45842
S11664,Tammie Jimenez,2017-02-02,Grade 1,406-469-7995
S11665,Joshua Rodriguez,2015-08-08,Grade 1,+1-705-722-8568x9622
S11666,Peggy Mason DDS,2011-03-12,Grade 4,324-220-0162x9919
S11667,Jean Brooks,2012-12-18,Grade 3,878-428-1120x65514
S11668,Morgan Williams,2015-04-26,Grade 1,453-797-8456
S11669,Tiffany Miles,11-28-2013,Grade 5,(597)871-7688x0803
S11670,Tracy Jones,2018-06-26,Grade 4,001-679-552-6048
S11671,Andrea Jackson,2012-11-20,Grade 1,001-719-293-6284x220
S11672,Andrew Wilson,2014-01-24,Grade 3,(433)213-7998
S11673,Dylan Harris,2016-04-10,Grade 4,423-532-8163x719
S11674,Danielle Cook,2016-04-27,Grade 1,+1-259-920-7644x593
S11675,Dennis Rodriguez,2019-01-13,Grade 2,
S11676,Beverly Lopez PhD,2010-10-01,Grade 4,2966955052
S11677,Jason Alvarez Jr.,2014-07-11,Grade 4,(438)657-6433
S11678,Michael Stafford,2018-12-11,Grade 4,001-741-756-3200x81525
S11679,Dr. Jorge Webb,2017-09-20,Grade 4,(284)784-1317x70277
S11680,Robin Mccall,2016-09-14,Grade 2,001-528-439-4220
S11681,Gregory Blair,2011-12-16,Grade 1,578-702-1682x053
S11682,Brianna Lane,2016-12-24,Grade 3,(616)991-8421
S11683,kent lutz,2015-04-29,Grade 5,+1-761-976-4092x857
S11684,Dr. Ashley Jimenez,2010-02-01,Grade 3,(705)453-7530x5345
S11685,Adam Camacho,2007-10-25,Grade 1,2485705319
S11686,Melanie Anderson,2017-07-25,Grade 2,533.654.8168
S11687,rachel williams,2009-06-04,Grade 5,001-780-709-3334x625
S11688,jessica strong,2006-07-18,Grade 4,5516506119
S11689,Evelyn Allison,2011-06-30,Grade 4,001-991-927-0031x5637
S11690,whitney thomas md,2012-04-01,Grade 4,001-555-487-0679x03872
S11691,Kyle Williams,2013-04-29,Grade 5,001-724-423-9531x71430
S11692,Gregory Gutierrez,2012-07-18,Grade 1,+1-479-370-9766x518
S11693,Melissa Robertson,2013-10-31,Grade 3,+1-925-657-9073x24055
S11694,Christopher Calhoun,2009-08-22,Grade 2,(475)334-6228x138
S11695,Elizabeth Cooke,2016-12-22,Grade 5,+1-345-541-0952x48150
S11696,Amy Ruiz,2012-07-03,Grade 2,001-899-940-0301x7522
S11697,Christopher Hayes,2013-12-17,Grade 3,(890)814-4033x631
S11698,Tammy Richardson,2010-09-10,Grade 2,745-744-5419x7854
S11699,Brent Stafford,2010-06-10,Grade 2,824.619.2462
S11700,Seth Estrada,2017-08-13,Grade 3,+1-662-482-6616x0917
S11701,Leslie Tyler,2007-01-12,Grade 2,
S11702,Glenda Brown,2010-07-01,Grade 1,5272884053
S11703,Catherine Sanders,2015-07-16,Grade 4,964-829-2857x844
S11704,Karen Hall,2017-03-07,Grade 5,001-235-490-5918x546
S11705,Dawn Sandoval DVM,2013-03-09,Grade 4,2898985759
S11706,Jeanette Hernandez,2018-03-24,Grade 5,+1-221-424-9311x1463
S11707,Ricky Garza,2018-12-09,Grade 3,+1-246-294-2666x041
S11708,Elizabeth Morgan,2017-07-24,Grade 5,274.447.9069
S11709,brittany olson,2006-04-30,Grade 2,(875)800-7564x90983
S11710,Chad Ward,2008-05-28,Grade 3,307.517.7271x37901
S11711,Jessica Nguyen,2010-01-01,Grade 5,001-446-395-8561x6354
S11712,Danielle Murphy,2015-08-20,Grade 5,223-400-0491
S11713,Sherry Carlson MD,2013-09-26,Grade 3,+1-672-829-5610x68414
S11714,richard stewart,2008-10-21,Grade 3,4858819249
S11715,Hailey Henry,2015-11-16,Grade 1,857.924.3140x57208
S11716,Tyler Greene,2012-06-14,Grade 2,001-310-248-5902
S11717,isaiah yoder,2010-01-29,Grade 3,001-496-661-4421x017
S11718,Joe Reyes,2017-12-02,Grade 1,+1-703-494-7791x53886
S11719,Michelle Thomas,08-07-2009,Grade 3,
S11720,Kelly Moon,2015-07-26,Grade 4,001-595-950-1241x2737
S11721,Rebecca Jordan,2019-02-10,Grade 2,(951)830-6167x6587
S11722,Valerie Davis,2016-07-28,Grade 1,791.416.3138x45517
S11723,Melissa Watson,2017-02-25,Grade 4,709.783.9754x887
S11724,Michelle Smith,2009-08-19,Grade 4,7374331408
S11725,Edward Hopkins,2016-01-31,Grade 4,(318)455-8453x6732
S11726,Brittany Ray,2015-08-20,Grade 3,367.401.3033
S11727,Sarah Roberts,2009-03-02,Grade 2,
S11728,Jeremiah Miller,2009-03-07,Grade 4,852.876.8264x2624
S11729,walter hall md,2013-11-03,Grade 1,+1-233-594-8344x338
S11730,Marcia Collins,2010-06-18,Grade 3,+1-444-343-1760x3585
S11731,Charles Brown II,2010-06-18,Grade 1,(648)387-5184
S11732,Brittney Case,2015-02-19,Grade 1,237-570-8309x966
S11733,Kelly Rhodes,2009-12-06,Grade 4,+1-422-201-6278x7917
S11734,Jennifer Craig DVM,2017-05-02,Grade 4,+1-363-902-5568
S11735,Robert Drake,2010-04-12,Grade 5,530.287.9923x02185
S11736,Daniel Miller,08-17-2018,Grade 3,(323)519-8717
S11737,wesley murphy,2006-08-23,Grade 3,895.441.6961x256
S11738,Jaime Davis,2011-07-30,Grade 2,711-225-0703x9563
S11739,Jessica Sherman,2016-12-17,Grade 1,
S11740,Rhonda Garcia,2014-04-17,Grade 1,293-283-0367x96718
S11741,Curtis Weber,2016-09-28,Grade 3,+1-368-282-9523x640
S11742,Teresa Flynn,2014-05-03,Grade 4,+1-600-650-7847
S11743,Lauren Henry,2010-02-17,Grade 3,329-367-7327x00339
S11744,Samantha Cannon,2008-10-18,Grade 4,+1-533-862-3762x51370
S11745,virginia lopez,2009-09-30,Grade 3,945-650-2304x0853
S11746,casey acosta,2006-05-11,Grade 3,535.240.3539x15045
S11747,Randall Murray,2011-09-25,Grade 2,001-349-795-8788x621
S11748,Brittany Melton,01-06-2016,Grade 5,2614806714
S11749,Laura Mitchell,2014-08-07,Grade 3,647-592-0258
S11750,Michael Hill,2014-05-23,Grade 3,(588)305-3297x13192
S11751,Anthony Hanson,01-14-2017,Grade 5,+1-522-206-4129x83398
S11752,David Reed,2014-09-09,Grade 4,
